"id","numero_dossier","numero_individu","date_debut","date_fin"
20950,"D20251024009864","20251024005866","2017-04-04","2020-08-16"
20951,"D20251024009864","20251024002672","2017-04-04","2020-08-16"
20952,"D20251024009864","20251024009015","2017-04-04","2020-08-16"
20953,"D20251024009865","20251024004692","2020-08-17","2022-09-06"
20954,"D20251024009865","20251024005866","2020-08-17","2022-09-06"
20955,"D20251024009865","20251024002672","2020-08-17","2022-09-06"
20956,"D20251024009865","20251024009015","2020-08-17","2022-09-06"
20957,"D20251024009866","20251024004692","2022-09-07",NULL
20958,"D20251024009866","20251024005866","2022-09-07",NULL
20959,"D20251024009866","20251024002672","2022-09-07",NULL
20960,"D20251024009866","20251024009015","2022-09-07",NULL
20961,"D20251024009867","20251024008691","2010-01-01","2012-05-20"
20962,"D20251024009868","20251024008691","2012-05-21","2015-01-06"
20963,"D20251024009869","20251024008691","2015-01-07","2018-02-20"
20964,"D20251024009870","20251024008691","2018-02-21","2019-07-16"
20965,"D20251024009871","20251024008691","2019-07-17","2021-09-04"
20966,"D20251024009872","20251024008691","2021-09-05","2025-03-18"
20967,"D20251024009873","20251024008691","2025-03-19",NULL
20968,"D20251024009874","20251024003826","2010-01-01","2014-07-09"
20969,"D20251024009874","20251024004828","2010-01-01","2014-07-09"
20970,"D20251024009875","20251024003826","2014-07-10","2015-08-04"
20971,"D20251024009875","20251024004828","2014-07-10","2015-08-04"
20972,"D20251024009876","20251024003826","2015-08-05","2019-12-12"
20973,"D20251024009876","20251024004828","2015-08-05","2019-12-12"
20974,"D20251024009877","20251024003826","2019-12-13","2024-05-20"
20975,"D20251024009877","20251024004828","2019-12-13","2024-05-20"
20976,"D20251024009878","20251024003826","2024-05-21",NULL
20977,"D20251024009878","20251024004828","2024-05-21",NULL
20978,"D20251024009879","20251024003866","2010-01-01","2011-11-22"
20979,"D20251024009880","20251024003866","2011-11-23","2013-08-14"
20980,"D20251024009881","20251024003866","2013-08-15","2015-09-04"
20981,"D20251024009882","20251024003866","2015-09-05","2018-09-19"
20982,"D20251024009883","20251024003866","2018-09-20","2019-12-14"
20983,"D20251024009884","20251024003866","2019-12-15","2021-09-05"
20984,"D20251024009885","20251024003866","2021-09-06",NULL
20985,"D20251024009886","20251024002889","2010-01-01","2011-05-26"
20986,"D20251024009886","20251024002236","2010-01-01","2011-05-26"
20987,"D20251024009886","20251024007255","2010-01-01","2011-05-26"
20988,"D20251024009886","20251024002900","2010-01-01","2011-05-26"
20989,"D20251024009887","20251024002889","2011-05-27","2015-02-05"
20990,"D20251024009887","20251024002236","2011-05-27","2015-02-05"
20991,"D20251024009887","20251024007255","2011-05-27","2015-02-05"
20992,"D20251024009887","20251024002900","2011-05-27","2015-02-05"
20993,"D20251024009888","20251024002889","2015-02-06","2016-08-29"
20994,"D20251024009888","20251024002236","2015-02-06","2016-08-29"
20995,"D20251024009888","20251024007255","2015-02-06","2016-08-29"
20996,"D20251024009888","20251024002900","2015-02-06","2016-08-29"
20997,"D20251024009889","20251024002889","2016-08-30","2021-03-07"
20998,"D20251024009889","20251024002236","2016-08-30","2021-03-07"
20999,"D20251024009889","20251024007255","2016-08-30","2021-03-07"
21000,"D20251024009889","20251024002900","2016-08-30","2021-03-07"
21001,"D20251024009890","20251024002889","2021-03-08","2022-12-28"
21002,"D20251024009890","20251024002236","2021-03-08","2022-12-28"
21003,"D20251024009890","20251024007255","2021-03-08","2022-12-28"
21004,"D20251024009890","20251024002900","2021-03-08","2022-12-28"
21005,"D20251024009891","20251024002889","2022-12-29",NULL
21006,"D20251024009891","20251024002236","2022-12-29",NULL
21007,"D20251024009891","20251024007255","2022-12-29",NULL
21008,"D20251024009891","20251024002900","2022-12-29",NULL
21009,"D20251024009892","20251024000332","2010-01-01","2012-01-21"
21010,"D20251024009893","20251024000332","2012-01-22","2016-12-26"
21011,"D20251024009894","20251024000332","2016-12-27","2017-12-22"
21012,"D20251024009895","20251024000332","2017-12-23","2021-07-05"
21013,"D20251024009896","20251024000332","2021-07-06","2025-10-13"
21014,"D20251024009897","20251024000332","2025-10-14",NULL
21015,"D20251024009898","20251024008111","2010-01-01","2014-07-09"
21016,"D20251024009898","20251024008833","2010-01-01","2014-07-09"
21017,"D20251024009899","20251024008111","2014-07-10","2017-05-25"
21018,"D20251024009899","20251024008833","2014-07-10","2017-05-25"
21019,"D20251024009900","20251024008111","2017-05-26","2021-04-05"
21020,"D20251024009900","20251024008833","2017-05-26","2021-04-05"
21021,"D20251024009901","20251024008111","2021-04-06","2024-11-16"
21022,"D20251024009901","20251024008833","2021-04-06","2024-11-16"
21023,"D20251024009902","20251024008111","2024-11-17",NULL
21024,"D20251024009902","20251024008833","2024-11-17",NULL
21025,"D20251024009903","20251024002270","2013-08-03","2017-02-13"
21026,"D20251024009903","20251024002466","2013-08-03","2017-02-13"
21027,"D20251024009903","20251024005267","2013-08-03","2017-02-13"
21028,"D20251024009904","20251024002270","2017-02-14","2018-09-07"
21029,"D20251024009904","20251024002466","2017-02-14","2018-09-07"
21030,"D20251024009904","20251024005267","2017-02-14","2018-09-07"
21031,"D20251024009905","20251024002270","2018-09-08","2021-03-26"
21032,"D20251024009905","20251024002466","2018-09-08","2021-03-26"
21033,"D20251024009905","20251024005267","2018-09-08","2021-03-26"
21034,"D20251024009906","20251024002270","2021-03-27","2025-03-06"
21035,"D20251024009906","20251024002466","2021-03-27","2025-03-06"
21036,"D20251024009906","20251024005267","2021-03-27","2025-03-06"
21037,"D20251024009907","20251024002270","2025-03-07",NULL
21038,"D20251024009907","20251024002466","2025-03-07",NULL
21039,"D20251024009907","20251024005267","2025-03-07",NULL
21040,"D20251024009908","20251024003082","2010-01-01","2011-09-23"
21041,"D20251024009908","20251024003429","2010-01-01","2011-09-23"
21042,"D20251024009908","20251024009055","2010-01-01","2011-09-23"
21043,"D20251024009908","20251024001281","2010-01-01","2011-09-23"
21044,"D20251024009909","20251024003082","2011-09-24","2014-09-08"
21045,"D20251024009909","20251024003429","2011-09-24","2014-09-08"
21046,"D20251024009909","20251024009055","2011-09-24","2014-09-08"
21047,"D20251024009909","20251024001281","2011-09-24","2014-09-08"
21048,"D20251024009910","20251024003082","2014-09-09","2017-11-22"
21049,"D20251024009910","20251024003429","2014-09-09","2017-11-22"
21050,"D20251024009910","20251024009055","2014-09-09","2017-11-22"
21051,"D20251024009910","20251024001281","2014-09-09","2017-11-22"
21052,"D20251024009911","20251024003082","2017-11-23","2021-08-04"
21053,"D20251024009911","20251024003429","2017-11-23","2021-08-04"
21054,"D20251024009911","20251024009055","2017-11-23","2021-08-04"
21055,"D20251024009911","20251024001281","2017-11-23","2021-08-04"
21056,"D20251024009912","20251024003082","2021-08-05","2023-02-26"
21057,"D20251024009912","20251024003429","2021-08-05","2023-02-26"
21058,"D20251024009912","20251024009055","2021-08-05","2023-02-26"
21059,"D20251024009912","20251024001281","2021-08-05","2023-02-26"
21060,"D20251024009913","20251024003082","2023-02-27","2024-05-22"
21061,"D20251024009913","20251024003429","2023-02-27","2024-05-22"
21062,"D20251024009913","20251024009055","2023-02-27","2024-05-22"
21063,"D20251024009913","20251024001281","2023-02-27","2024-05-22"
21064,"D20251024009914","20251024003082","2024-05-23",NULL
21065,"D20251024009914","20251024003429","2024-05-23",NULL
21066,"D20251024009914","20251024009055","2024-05-23","2025-10-24"
21067,"D20251024009914","20251024001281","2024-05-23",NULL
21068,"D20251024009915","20251024007808","2010-01-01","2014-04-10"
21069,"D20251024009916","20251024007808","2014-04-11","2018-08-18"
21070,"D20251024009917","20251024007808","2018-08-19","2020-08-08"
21071,"D20251024009918","20251024007808","2020-08-09","2021-08-04"
21072,"D20251024009919","20251024007808","2021-08-05","2024-02-21"
21073,"D20251024009920","20251024007808","2024-02-22",NULL
21074,"D20251024009921","20251024009242","2010-01-01","2012-06-19"
21075,"D20251024009922","20251024009242","2012-06-20","2014-01-11"
21076,"D20251024009923","20251024009242","2014-01-12","2015-11-03"
21077,"D20251024009924","20251024009242","2015-11-04","2019-12-13"
21078,"D20251024009925","20251024009242","2019-12-14","2022-10-29"
21079,"D20251024009926","20251024009242","2022-10-30","2024-07-21"
21080,"D20251024009927","20251024009242","2024-07-22",NULL
21081,"D20251024009928","20251024006404","2018-09-26","2022-09-05"
21082,"D20251024009928","20251024001330","2018-09-26","2022-09-05"
21083,"D20251024009928","20251024003121","2018-09-26","2022-09-05"
21084,"D20251024009929","20251024006404","2022-09-06","2023-10-03"
21085,"D20251024009929","20251024001330","2022-09-06",NULL
21086,"D20251024009929","20251024003121","2022-09-06",NULL
21087,"D20251024009930","20251024008985","2010-01-01","2012-04-20"
21088,"D20251024009930","20251024008796","2010-01-01","2012-04-20"
21089,"D20251024009930","20251024007836","2010-01-01","2012-04-20"
21090,"D20251024009931","20251024008985","2012-04-21","2014-12-07"
21091,"D20251024009931","20251024008796","2012-04-21","2014-12-07"
21092,"D20251024009931","20251024007836","2012-04-21","2014-12-07"
21093,"D20251024009932","20251024008985","2014-12-08","2018-03-22"
21094,"D20251024009932","20251024008796","2014-12-08","2018-03-22"
21095,"D20251024009932","20251024007836","2014-12-08","2018-03-22"
21096,"D20251024009933","20251024008985","2018-03-23","2023-02-25"
21097,"D20251024009933","20251024008796","2018-03-23","2023-02-25"
21098,"D20251024009933","20251024007836","2018-03-23","2023-02-25"
21099,"D20251024009934","20251024008985","2023-02-26",NULL
21100,"D20251024009934","20251024008796","2023-02-26",NULL
21101,"D20251024009934","20251024007836","2023-02-26",NULL
21102,"D20251024009935","20251024001265","2010-01-01","2012-12-16"
21103,"D20251024009935","20251024009413","2010-01-01","2012-12-16"
21104,"D20251024009935","20251024008597","2010-01-01","2012-12-16"
21105,"D20251024009936","20251024001265","2012-12-17","2014-11-07"
21106,"D20251024009936","20251024009413","2012-12-17","2014-11-07"
21107,"D20251024009936","20251024008597","2012-12-17","2014-11-07"
21108,"D20251024009937","20251024001265","2014-11-08","2018-09-18"
21109,"D20251024009937","20251024009413","2014-11-08","2018-09-18"
21110,"D20251024009937","20251024008597","2014-11-08","2018-09-18"
21111,"D20251024009938","20251024001265","2018-09-19","2020-11-07"
21112,"D20251024009938","20251024009413","2018-09-19","2020-11-07"
21113,"D20251024009938","20251024008597","2018-09-19","2020-11-07"
21114,"D20251024009939","20251024001265","2020-11-08","2022-07-31"
21115,"D20251024009939","20251024009413","2020-11-08","2022-07-31"
21116,"D20251024009939","20251024008597","2020-11-08","2022-07-31"
21117,"D20251024009940","20251024001265","2022-08-01","2024-07-21"
21118,"D20251024009940","20251024009413","2022-08-01","2024-07-21"
21119,"D20251024009940","20251024008597","2022-08-01","2024-07-21"
21120,"D20251024009941","20251024001265","2024-07-22",NULL
21121,"D20251024009941","20251024009413","2024-07-22",NULL
21122,"D20251024009941","20251024008597","2024-07-22",NULL
21123,"D20251024009942","20251024008273","2019-06-06","2022-08-19"
21124,"D20251024009942","20251024008642","2019-06-06","2022-08-19"
21125,"D20251024009943","20251024008273","2022-08-20","2025-08-04"
21126,"D20251024009943","20251024008642","2022-08-20","2025-08-04"
21127,"D20251024009944","20251024008273","2025-08-05",NULL
21128,"D20251024009944","20251024008642","2025-08-05",NULL
21129,"D20251024009945","20251024004053","2010-01-01","2014-05-10"
21130,"D20251024009946","20251024004053","2014-05-11","2017-09-22"
21131,"D20251024009947","20251024004053","2017-09-23","2022-07-29"
21132,"D20251024009948","20251024004053","2022-07-30","2024-08-18"
21133,"D20251024009949","20251024004053","2024-08-19","2025-10-24"
21134,"D20251024009950","20251024005349","2017-07-20","2020-11-01"
21135,"D20251024009950","20251024005721","2017-07-20","2020-11-01"
21136,"D20251024009950","20251024002585","2017-07-20","2020-11-01"
21137,"D20251024009951","20251024005349","2020-11-02","2024-12-11"
21138,"D20251024009951","20251024005721","2020-11-02","2024-12-11"
21139,"D20251024009951","20251024002585","2020-11-02","2024-12-11"
21140,"D20251024009952","20251024005349","2024-12-12","2025-10-24"
21141,"D20251024009952","20251024005721","2024-12-12",NULL
21142,"D20251024009952","20251024002585","2024-12-12",NULL
21143,"D20251024009953","20251024007073","2010-01-01","2013-09-12"
21144,"D20251024009954","20251024007073","2013-09-13","2017-10-22"
21145,"D20251024009955","20251024007073","2017-10-23","2022-03-01"
21146,"D20251024009956","20251024007073","2022-03-02","2024-10-17"
21147,"D20251024009957","20251024007073","2024-10-18",NULL
21148,"D20251024009958","20251024005582","2010-01-01","2013-04-15"
21149,"D20251024009958","20251024003017","2010-01-01","2013-04-15"
21150,"D20251024009958","20251024007375","2010-01-01","2013-04-15"
21151,"D20251024009958","20251024001413","2010-01-01","2013-04-15"
21152,"D20251024009959","20251024005582","2013-04-16","2014-08-09"
21153,"D20251024009959","20251024003017","2013-04-16","2014-08-09"
21154,"D20251024009959","20251024007375","2013-04-16","2014-08-09"
21155,"D20251024009959","20251024001413","2013-04-16","2014-08-09"
21156,"D20251024009960","20251024005582","2014-08-10","2018-10-18"
21157,"D20251024009960","20251024003017","2014-08-10","2018-10-18"
21158,"D20251024009960","20251024007375","2014-08-10","2018-10-18"
21159,"D20251024009960","20251024001413","2014-08-10","2018-10-18"
21160,"D20251024009961","20251024005582","2018-10-19","2021-12-02"
21161,"D20251024009961","20251024003017","2018-10-19","2021-12-02"
21162,"D20251024009961","20251024007375","2018-10-19","2021-12-02"
21163,"D20251024009961","20251024001413","2018-10-19","2021-12-02"
21164,"D20251024009962","20251024005582","2021-12-03","2025-01-16"
21165,"D20251024009962","20251024003017","2021-12-03","2025-01-16"
21166,"D20251024009962","20251024007375","2021-12-03","2025-01-16"
21167,"D20251024009962","20251024001413","2021-12-03","2025-01-16"
21168,"D20251024009963","20251024005582","2025-01-17",NULL
21169,"D20251024009963","20251024003017","2025-01-17",NULL
21170,"D20251024009963","20251024007375","2025-01-17",NULL
21171,"D20251024009963","20251024001413","2025-01-17",NULL
21172,"D20251024009964","20251024007967","2010-01-01","2013-09-12"
21173,"D20251024009965","20251024007967","2013-09-13","2017-06-24"
21174,"D20251024009966","20251024007967","2017-06-25","2020-04-10"
21175,"D20251024009967","20251024007967","2020-04-11","2023-11-22"
21176,"D20251024009968","20251024007967","2023-11-23",NULL
21177,"D20251024009969","20251024007765","2010-01-01","2011-03-27"
21178,"D20251024009970","20251024007765","2011-03-28","2015-01-06"
21179,"D20251024009971","20251024007765","2015-01-07","2019-04-16"
21180,"D20251024009972","20251024007765","2019-04-17","2024-02-20"
21181,"D20251024009973","20251024007765","2024-02-21","2025-02-15"
21182,"D20251024009974","20251024007765","2025-02-16",NULL
21183,"D20251024009975","20251024009955","2018-12-04","2022-02-16"
21184,"D20251024009975","20251024008008","2018-12-04","2022-02-16"
21185,"D20251024009975","20251024000353","2018-12-04","2022-02-16"
21186,"D20251024009976","20251024009955","2022-02-17",NULL
21187,"D20251024009976","20251024008008","2022-02-17",NULL
21188,"D20251024009976","20251024000353","2022-02-17",NULL
21189,"D20251024009977","20251024006787","2018-05-30","2021-07-13"
21190,"D20251024009977","20251024001352","2018-05-30","2021-07-13"
21191,"D20251024009978","20251024006787","2021-07-14","2023-02-04"
21192,"D20251024009978","20251024001352","2021-07-14","2023-02-04"
21193,"D20251024009979","20251024006787","2023-02-05",NULL
21194,"D20251024009979","20251024001352","2023-02-05",NULL
21195,"D20251024009980","20251024003635","2010-01-01","2013-02-14"
21196,"D20251024009981","20251024003635","2013-02-15","2015-01-06"
21197,"D20251024009982","20251024003635","2015-01-07","2019-12-12"
21198,"D20251024009983","20251024003635","2019-12-13","2021-09-03"
21199,"D20251024009984","20251024003635","2021-09-04","2024-04-21"
21200,"D20251024009985","20251024003635","2024-04-22",NULL
21201,"D20251024009986","20251024005939","2010-01-01","2014-09-07"
21202,"D20251024009987","20251024005939","2014-09-08","2016-09-27"
21203,"D20251024009988","20251024005939","2016-09-28","2021-06-04"
21204,"D20251024009989","20251024005939","2021-06-05","2022-10-28"
21205,"D20251024009990","20251024005939","2022-10-29","2024-08-19"
21206,"D20251024009991","20251024005939","2024-08-20",NULL
21207,"D20251024009992","20251024009279","2010-01-01","2011-11-22"
21208,"D20251024009993","20251024009279","2011-11-23","2013-09-13"
21209,"D20251024009994","20251024009279","2013-09-14","2015-07-06"
21210,"D20251024009995","20251024009279","2015-07-07","2019-04-17"
21211,"D20251024009996","20251024009279","2019-04-18","2021-04-07"
21212,"D20251024009997","20251024009279","2021-04-08","2025-01-17"
21213,"D20251024009998","20251024009279","2025-01-18",NULL
21214,"D20251024009999","20251024009780","2019-05-17","2023-04-26"
21215,"D20251024009999","20251024006087","2019-05-17","2023-04-26"
21216,"D20251024009999","20251024005001","2019-05-17","2023-04-26"
21217,"D20251024009999","20251024006529","2019-05-17","2023-04-26"
21218,"D20251024010000","20251024009780","2023-04-27","2024-11-17"
21219,"D20251024010000","20251024006087","2023-04-27","2024-11-17"
21220,"D20251024010000","20251024005001","2023-04-27","2024-11-17"
21221,"D20251024010000","20251024006529","2023-04-27","2024-11-17"
21222,"D20251024010001","20251024009780","2024-11-18",NULL
21223,"D20251024010001","20251024006087","2024-11-18",NULL
21224,"D20251024010001","20251024005001","2024-11-18",NULL
21225,"D20251024010001","20251024006529","2024-11-18",NULL
21226,"D20251024010002","20251024004884","2010-01-01","2013-01-15"
21227,"D20251024010002","20251024001921","2010-01-01","2013-01-15"
21228,"D20251024010002","20251024001973","2010-01-01","2013-01-15"
21229,"D20251024010002","20251024008021","2010-01-01","2013-01-15"
21230,"D20251024010003","20251024004884","2013-01-16","2016-01-01"
21231,"D20251024010003","20251024001921","2013-01-16","2016-01-01"
21232,"D20251024010003","20251024001973","2013-01-16","2016-01-01"
21233,"D20251024010003","20251024008021","2013-01-16","2016-01-01"
21234,"D20251024010004","20251024004884","2016-01-02","2019-03-17"
21235,"D20251024010004","20251024001921","2016-01-02","2019-03-17"
21236,"D20251024010004","20251024001973","2016-01-02","2019-03-17"
21237,"D20251024010004","20251024008021","2016-01-02","2019-03-17"
21238,"D20251024010005","20251024004884","2019-03-18","2023-01-26"
21239,"D20251024010005","20251024001921","2019-03-18","2023-01-26"
21240,"D20251024010005","20251024001973","2019-03-18","2023-01-26"
21241,"D20251024010005","20251024008021","2019-03-18","2023-01-26"
21242,"D20251024010006","20251024004884","2023-01-27","2025-05-16"
21243,"D20251024010006","20251024001921","2023-01-27","2025-05-16"
21244,"D20251024010006","20251024001973","2023-01-27","2025-05-16"
21245,"D20251024010006","20251024008021","2023-01-27","2025-05-16"
21246,"D20251024010007","20251024004884","2025-05-17",NULL
21247,"D20251024010007","20251024001921","2025-05-17",NULL
21248,"D20251024010007","20251024001973","2025-05-17","2025-10-24"
21249,"D20251024010007","20251024008021","2025-05-17",NULL
21250,"D20251024010008","20251024006270","2010-01-01","2011-12-22"
21251,"D20251024010009","20251024006270","2011-12-23","2014-05-11"
21252,"D20251024010010","20251024006270","2014-05-12","2017-09-23"
21253,"D20251024010011","20251024006270","2017-09-24","2020-10-08"
21254,"D20251024010012","20251024006270","2020-10-09","2021-12-03"
21255,"D20251024010013","20251024006270","2021-12-04","2025-04-17"
21256,"D20251024010014","20251024006270","2025-04-18",NULL
21257,"D20251024010015","20251024004570","2015-02-25","2016-08-18"
21258,"D20251024010015","20251024001019","2015-02-25","2016-08-18"
21259,"D20251024010015","20251024003063","2015-02-25","2016-08-18"
21260,"D20251024010016","20251024004570","2016-08-19","2017-12-12"
21261,"D20251024010016","20251024001019","2016-08-19","2017-12-12"
21262,"D20251024010016","20251024003063","2016-08-19","2017-12-12"
21263,"D20251024010017","20251024004570","2017-12-13","2020-01-02"
21264,"D20251024010017","20251024001019","2017-12-13","2020-01-02"
21265,"D20251024010017","20251024003063","2017-12-13","2020-01-02"
21266,"D20251024010018","20251024004570","2020-01-03","2024-05-11"
21267,"D20251024010018","20251024001019","2020-01-03","2024-05-11"
21268,"D20251024010018","20251024003063","2020-01-03","2024-05-11"
21269,"D20251024010019","20251024004570","2024-05-12","2025-10-24"
21270,"D20251024010019","20251024001019","2024-05-12",NULL
21271,"D20251024010019","20251024003063","2024-05-12",NULL
21272,"D20251024010020","20251024001454","2010-01-01","2014-05-10"
21273,"D20251024010020","20251024004568","2010-01-01","2014-05-10"
21274,"D20251024010020","20251024005398","2010-01-01","2014-05-10"
21275,"D20251024010020","20251024004587","2010-01-01","2014-05-10"
21276,"D20251024010021","20251024001454","2014-05-11","2015-07-05"
21277,"D20251024010021","20251024004568","2014-05-11","2015-07-05"
21278,"D20251024010021","20251024005398","2014-05-11","2015-07-05"
21279,"D20251024010021","20251024004587","2014-05-11","2015-07-05"
21280,"D20251024010022","20251024001454","2015-07-06","2018-11-17"
21281,"D20251024010022","20251024004568","2015-07-06","2018-11-17"
21282,"D20251024010022","20251024005398","2015-07-06","2018-11-17"
21283,"D20251024010022","20251024004587","2015-07-06","2018-11-17"
21284,"D20251024010023","20251024001454","2018-11-18","2021-04-06"
21285,"D20251024010023","20251024004568","2018-11-18","2021-04-06"
21286,"D20251024010023","20251024005398","2018-11-18","2021-04-06"
21287,"D20251024010023","20251024004587","2018-11-18","2021-04-06"
21288,"D20251024010024","20251024001454","2021-04-07","2025-02-15"
21289,"D20251024010024","20251024004568","2021-04-07","2025-02-15"
21290,"D20251024010024","20251024005398","2021-04-07","2025-02-15"
21291,"D20251024010024","20251024004587","2021-04-07","2025-02-15"
21292,"D20251024010025","20251024001454","2025-02-16",NULL
21293,"D20251024010025","20251024004568","2025-02-16",NULL
21294,"D20251024010025","20251024005398","2025-02-16","2025-10-24"
21295,"D20251024010025","20251024004587","2025-02-16",NULL
21296,"D20251024010026","20251024009842","2010-01-01","2011-01-26"
21297,"D20251024010027","20251024009842","2011-01-27","2014-10-08"
21298,"D20251024010028","20251024009842","2014-10-09","2019-03-17"
21299,"D20251024010029","20251024009842","2019-03-18","2022-03-02"
21300,"D20251024010030","20251024009842","2022-03-03","2024-03-22"
21301,"D20251024010031","20251024009842","2024-03-23",NULL
21302,"D20251024010032","20251024006351","2010-01-01","2012-08-18"
21303,"D20251024010033","20251024006351","2012-08-19","2015-05-06"
21304,"D20251024010034","20251024006351","2015-05-07","2017-12-22"
21305,"D20251024010035","20251024006351","2017-12-23","2021-10-03"
21306,"D20251024010036","20251024006351","2021-10-04",NULL
21307,"D20251024010037","20251024001501","2018-12-23","2021-04-11"
21308,"D20251024010037","20251024001673","2018-12-23","2021-04-11"
21309,"D20251024010037","20251024009706","2018-12-23","2021-04-11"
21310,"D20251024010037","20251024004344","2018-12-23","2021-04-11"
21311,"D20251024010038","20251024001501","2021-04-12",NULL
21312,"D20251024010038","20251024001673","2021-04-12",NULL
21313,"D20251024010038","20251024009706","2021-04-12",NULL
21314,"D20251024010038","20251024004344","2021-04-12",NULL
21315,"D20251024010039","20251024002273","2010-01-01","2013-02-14"
21316,"D20251024010040","20251024002273","2013-02-15","2017-07-24"
21317,"D20251024010041","20251024002273","2017-07-25","2022-03-31"
21318,"D20251024010042","20251024002273","2022-04-01","2024-11-16"
21319,"D20251024010043","20251024002273","2024-11-17",NULL
21320,"D20251024010044","20251024005830","2010-01-01","2014-03-11"
21321,"D20251024010045","20251024005830","2014-03-12","2018-05-20"
21322,"D20251024010046","20251024005830","2018-05-21","2021-09-02"
21323,"D20251024010047","20251024005830","2021-09-03","2024-10-17"
21324,"D20251024010048","20251024005830","2024-10-18",NULL
21325,"D20251024010049","20251024003062","2017-01-17","2018-11-08"
21326,"D20251024010049","20251024008020","2017-01-17","2018-11-08"
21327,"D20251024010049","20251024005150","2017-01-17","2018-11-08"
21328,"D20251024010050","20251024003062","2018-11-09","2023-01-17"
21329,"D20251024010050","20251024008020","2018-11-09","2023-01-17"
21330,"D20251024010050","20251024005150","2018-11-09","2023-01-17"
21331,"D20251024010051","20251024003062","2023-01-18","2024-07-11"
21332,"D20251024010051","20251024008020","2023-01-18","2024-07-11"
21333,"D20251024010051","20251024005150","2023-01-18","2024-07-11"
21334,"D20251024010052","20251024003062","2024-07-12","2025-10-24"
21335,"D20251024010052","20251024008020","2024-07-12",NULL
21336,"D20251024010052","20251024005150","2024-07-12",NULL
21337,"D20251024010053","20251024007884","2010-01-01","2013-09-12"
21338,"D20251024010053","20251024008343","2010-01-01","2013-09-12"
21339,"D20251024010053","20251024006247","2010-01-01","2013-09-12"
21340,"D20251024010053","20251024002265","2010-01-01","2013-09-12"
21341,"D20251024010054","20251024007884","2013-09-13","2018-08-18"
21342,"D20251024010054","20251024008343","2013-09-13","2018-08-18"
21343,"D20251024010054","20251024006247","2013-09-13","2018-08-18"
21344,"D20251024010054","20251024002265","2013-09-13","2018-08-18"
21345,"D20251024010055","20251024007884","2018-08-19",NULL
21346,"D20251024010055","20251024008343","2018-08-19","2019-04-05"
21347,"D20251024010055","20251024006247","2018-08-19",NULL
21348,"D20251024010055","20251024002265","2018-08-19",NULL
21349,"D20251024010056","20251024003220","2010-01-01","2013-01-15"
21350,"D20251024010057","20251024003220","2013-01-16","2016-05-30"
21351,"D20251024010058","20251024003220","2016-05-31","2017-10-23"
21352,"D20251024010059","20251024003220","2017-10-24","2018-11-18"
21353,"D20251024010060","20251024003220","2018-11-19","2021-04-07"
21354,"D20251024010061","20251024003220","2021-04-08","2022-04-03"
21355,"D20251024010062","20251024003220","2022-04-04",NULL
21356,"D20251024010063","20251024007142","2010-01-01","2011-10-23"
21357,"D20251024010063","20251024004698","2010-01-01","2011-10-23"
21358,"D20251024010064","20251024007142","2011-10-24","2014-05-11"
21359,"D20251024010064","20251024004698","2011-10-24","2014-05-11"
21360,"D20251024010065","20251024007142","2014-05-12","2017-10-23"
21361,"D20251024010065","20251024004698","2014-05-12","2017-10-23"
21362,"D20251024010066","20251024007142","2017-10-24","2019-11-13"
21363,"D20251024010066","20251024004698","2017-10-24","2019-11-13"
21364,"D20251024010067","20251024007142","2019-11-14","2021-02-06"
21365,"D20251024010067","20251024004698","2019-11-14","2021-02-06"
21366,"D20251024010068","20251024007142","2021-02-07","2024-06-21"
21367,"D20251024010068","20251024004698","2021-02-07","2024-06-21"
21368,"D20251024010069","20251024007142","2024-06-22",NULL
21369,"D20251024010069","20251024004698","2024-06-22",NULL
21370,"D20251024010070","20251024003665","2010-01-01","2014-05-10"
21371,"D20251024010070","20251024007877","2010-01-01","2014-05-10"
21372,"D20251024010070","20251024009963","2010-01-01","2014-05-10"
21373,"D20251024010070","20251024002314","2010-01-01","2014-05-10"
21374,"D20251024010071","20251024003665","2014-05-11","2018-08-18"
21375,"D20251024010071","20251024007877","2014-05-11","2018-08-18"
21376,"D20251024010071","20251024009963","2014-05-11","2018-08-18"
21377,"D20251024010071","20251024002314","2014-05-11","2018-08-18"
21378,"D20251024010072","20251024003665","2018-08-19","2022-03-01"
21379,"D20251024010072","20251024007877","2018-08-19","2022-03-01"
21380,"D20251024010072","20251024009963","2018-08-19","2022-03-01"
21381,"D20251024010072","20251024002314","2018-08-19","2022-03-01"
21382,"D20251024010073","20251024003665","2022-03-02","2024-09-17"
21383,"D20251024010073","20251024007877","2022-03-02","2024-09-17"
21384,"D20251024010073","20251024009963","2022-03-02","2024-09-17"
21385,"D20251024010073","20251024002314","2022-03-02","2024-09-17"
21386,"D20251024010074","20251024003665","2024-09-18",NULL
21387,"D20251024010074","20251024007877","2024-09-18",NULL
21388,"D20251024010074","20251024009963","2024-09-18",NULL
21389,"D20251024010074","20251024002314","2024-09-18",NULL
21390,"D20251024010075","20251024000036","2010-01-01","2012-09-17"
21391,"D20251024010076","20251024000036","2012-09-18","2015-10-03"
21392,"D20251024010077","20251024000036","2015-10-04","2017-06-25"
21393,"D20251024010078","20251024000036","2017-06-26","2020-02-11"
21394,"D20251024010079","20251024000036","2020-02-12","2022-03-27"
21395,"D20251024010080","20251024004730","2010-01-01","2012-11-16"
21396,"D20251024010080","20251024002676","2010-01-01","2012-11-16"
