"id","numero_individu","permis","date_debut","date_fin"
4035,"20251024005167","B","2011-10-03",NULL
4036,"20251024005169","B","1980-10-08",NULL
4037,"20251024005170","B","1986-04-25",NULL
4038,"20251024005171","C","2006-05-14",NULL
4039,"20251024005172","B","1997-09-22",NULL
4040,"20251024005174","B","2024-06-06",NULL
4041,"20251024005175","B","2012-06-10",NULL
4042,"20251024005178","C","2020-07-01",NULL
4043,"20251024005179","B","1955-12-23",NULL
4044,"20251024005180","L","1971-11-28","1972-06-25"
4045,"20251024005181","L","2020-02-01",NULL
4046,"20251024005182","G","1974-01-21",NULL
4047,"20251024005183","C","2023-12-17",NULL
4048,"20251024005184","B","2012-03-30",NULL
4049,"20251024005185","C","2018-11-15",NULL
4050,"20251024005186","B","1974-05-20",NULL
4051,"20251024005187","B","2006-05-22",NULL
4052,"20251024005188","L","1999-05-03",NULL
4053,"20251024005189","F","1999-01-07",NULL
4054,"20251024005190","L","1973-07-20",NULL
4055,"20251024005191","C","2009-09-18",NULL
4056,"20251024005192","C","2012-06-01",NULL
4057,"20251024005193","G","1990-07-16",NULL
4058,"20251024005194","G","2017-04-20",NULL
4059,"20251024005196","B","1966-09-20",NULL
4060,"20251024005199","G","1983-08-10",NULL
4061,"20251024005200","C","1966-10-06",NULL
4062,"20251024005201","L","1948-04-07",NULL
4063,"20251024005202","C","1989-04-17",NULL
4064,"20251024005203","C","1999-06-04",NULL
4065,"20251024005204","C","2005-07-03",NULL
4066,"20251024005205","B","2019-07-17",NULL
4067,"20251024005206","L","2017-10-06",NULL
4068,"20251024005207","B","2008-09-28",NULL
4069,"20251024005208","C","1959-05-06",NULL
4070,"20251024005210","C","2011-03-27",NULL
4071,"20251024005211","C","1991-02-07",NULL
4072,"20251024005212","B","1946-04-17",NULL
4073,"20251024005213","F","1997-09-27",NULL
4074,"20251024005214","B","2021-02-15","2025-02-24"
4075,"20251024005214","C","2025-02-25",NULL
4076,"20251024005216","G","2021-08-17",NULL
4077,"20251024005217","G","2020-05-04",NULL
4078,"20251024005218","C","2013-05-22",NULL
4079,"20251024005219","C","2015-03-14",NULL
4080,"20251024005220","B","2012-05-08",NULL
4081,"20251024005222","C","2019-08-24",NULL
4082,"20251024005223","B","2024-12-08",NULL
4083,"20251024005224","C","1997-08-20",NULL
4084,"20251024005225","C","1998-12-22",NULL
4085,"20251024005226","B","2018-12-13",NULL
4086,"20251024005227","S","2022-07-10",NULL
4087,"20251024005228","B","1943-04-16",NULL
4088,"20251024005229","C","2004-05-25",NULL
4089,"20251024005230","C","1945-12-07",NULL
4090,"20251024005231","C","2018-04-07",NULL
4091,"20251024005232","C","2001-02-06",NULL
4092,"20251024005233","B","2023-11-03",NULL
4093,"20251024005236","B","2015-06-13",NULL
4094,"20251024005237","L","2010-10-26","2011-06-23"
4095,"20251024005241","B","1988-03-16",NULL
4096,"20251024005242","L","2007-10-23",NULL
4097,"20251024005243","B","1978-03-29","1982-08-05"
4098,"20251024005244","C","1949-05-09",NULL
4099,"20251024005245","N","2019-09-03",NULL
4100,"20251024005246","C","2014-02-12",NULL
4101,"20251024005248","B","2024-02-12",NULL
4102,"20251024005249","B","2023-03-16",NULL
4103,"20251024005252","C","1963-03-21",NULL
4104,"20251024005253","S","1968-03-10",NULL
4105,"20251024005255","N","2018-10-23",NULL
4106,"20251024005256","L","2021-05-17",NULL
4107,"20251024005258","F","2018-01-26",NULL
4108,"20251024005259","B","2009-08-26",NULL
4109,"20251024005260","B","2024-04-04",NULL
4110,"20251024005261","C","2021-08-29",NULL
4111,"20251024005262","L","2016-06-26",NULL
4112,"20251024005263","C","2009-09-25",NULL
4113,"20251024005264","B","2024-08-02",NULL
4114,"20251024005265","B","2021-08-10",NULL
4115,"20251024005266","B","2018-09-26",NULL
4116,"20251024005268","B","2021-02-14",NULL
4117,"20251024005269","B","2020-09-11",NULL
4118,"20251024005270","F","1999-05-18",NULL
4119,"20251024005272","C","2018-11-07",NULL
4120,"20251024005273","C","2008-06-16",NULL
4121,"20251024005274","B","2010-10-04",NULL
4122,"20251024005275","C","2024-03-03",NULL
4123,"20251024005277","B","2022-04-17",NULL
4124,"20251024005278","B","2024-09-18",NULL
4125,"20251024005279","B","2009-01-17",NULL
4126,"20251024005280","G","1967-07-09",NULL
4127,"20251024005281","C","1995-03-01",NULL
4128,"20251024005282","B","1970-04-22",NULL
4129,"20251024005283","B","2017-03-04",NULL
4130,"20251024005284","L","2015-12-01",NULL
4131,"20251024005285","C","1959-07-13",NULL
4132,"20251024005287","S","2021-11-06",NULL
4133,"20251024005288","L","2001-12-31",NULL
4134,"20251024005289","B","1960-05-31",NULL
4135,"20251024005290","C","2013-11-04",NULL
4136,"20251024005291","L","2014-12-20",NULL
4137,"20251024005293","C","1999-06-28",NULL
4138,"20251024005294","C","2013-01-17",NULL
4139,"20251024005296","B","2015-01-17",NULL
4140,"20251024005298","C","2016-10-07",NULL
4141,"20251024005299","C","2023-09-28",NULL
4142,"20251024005300","B","1980-08-02",NULL
4143,"20251024005301","B","2021-02-28",NULL
4144,"20251024005302","B","2016-02-16",NULL
4145,"20251024005303","B","2006-11-29",NULL
4146,"20251024005304","B","2016-09-05",NULL
4147,"20251024005305","S","2017-12-20",NULL
4148,"20251024005306","B","2012-07-27",NULL
4149,"20251024005308","B","2020-10-18",NULL
4150,"20251024005309","C","2012-11-10",NULL
4151,"20251024005310","B","2018-07-04",NULL
4152,"20251024005312","C","1952-08-16",NULL
4153,"20251024005313","L","2011-01-12",NULL
4154,"20251024005314","L","2006-08-20",NULL
4155,"20251024005315","B","1997-04-30",NULL
4156,"20251024005316","N","1963-06-12",NULL
4157,"20251024005317","C","2016-08-20",NULL
4158,"20251024005318","B","2024-03-22",NULL
4159,"20251024005319","G","2022-07-22",NULL
4160,"20251024005321","C","2017-11-12",NULL
4161,"20251024005322","L","2011-02-08",NULL
4162,"20251024005323","B","2021-04-13",NULL
4163,"20251024005324","G","2013-10-15",NULL
4164,"20251024005326","G","1985-05-31",NULL
4165,"20251024005327","C","2012-02-02",NULL
4166,"20251024005328","C","2024-06-06",NULL
4167,"20251024005329","S","2015-02-27",NULL
4168,"20251024005330","B","1996-04-18",NULL
4169,"20251024005331","C","1983-08-27",NULL
4170,"20251024005332","C","2016-02-12",NULL
4171,"20251024005333","C","2012-03-11",NULL
4172,"20251024005334","C","1979-05-29",NULL
4173,"20251024005335","C","2014-01-10",NULL
4174,"20251024005336","C","1998-06-08",NULL
4175,"20251024005337","C","2023-02-14",NULL
4176,"20251024005338","L","2015-01-24",NULL
4177,"20251024005339","B","2022-01-26",NULL
4178,"20251024005342","B","1999-06-14",NULL
4179,"20251024005345","B","2014-07-24","2018-10-31"
4180,"20251024005345","C","2018-11-01",NULL
4181,"20251024005347","G","1984-02-24",NULL
4182,"20251024005348","S","1984-03-11",NULL
4183,"20251024005350","B","2016-02-03",NULL
4184,"20251024005351","C","1996-05-24",NULL
4185,"20251024005352","B","1995-03-27",NULL
4186,"20251024005353","B","2014-01-04",NULL
4187,"20251024005354","B","2015-06-24","2020-02-28"
4188,"20251024005355","C","1979-03-30",NULL
4189,"20251024005356","B","2019-01-12",NULL
4190,"20251024005359","G","2006-08-06",NULL
4191,"20251024005360","B","1994-04-10",NULL
4192,"20251024005361","G","1978-03-12",NULL
4193,"20251024005363","B","1940-09-13",NULL
4194,"20251024005364","B","2022-03-08",NULL
4195,"20251024005365","C","2001-10-18",NULL
4196,"20251024005367","C","1959-10-13",NULL
4197,"20251024005368","N","1980-08-03",NULL
4198,"20251024005369","B","2012-07-08",NULL
4199,"20251024005370","B","2014-08-26",NULL
4200,"20251024005371","B","2014-02-12",NULL
4201,"20251024005373","B","1998-07-03",NULL
4202,"20251024005374","C","2001-05-07",NULL
4203,"20251024005377","B","2013-07-20","2017-09-27"
4204,"20251024005377","C","2017-09-28",NULL
4205,"20251024005378","C","2022-06-20",NULL
4206,"20251024005379","S","1990-07-19",NULL
4207,"20251024005380","C","2024-10-24",NULL
4208,"20251024005381","B","2022-12-09",NULL
4209,"20251024005382","S","1999-08-14",NULL
4210,"20251024005383","C","1990-02-19",NULL
4211,"20251024005384","B","2011-12-02",NULL
4212,"20251024005385","B","2011-01-31",NULL
4213,"20251024005386","G","2024-10-26",NULL
4214,"20251024005387","B","2007-07-03","2012-03-08"
4215,"20251024005387","C","2012-03-09",NULL
4216,"20251024005388","C","2024-10-04",NULL
4217,"20251024005389","F","1987-10-24",NULL
4218,"20251024005391","L","2023-04-07",NULL
4219,"20251024005392","C","1974-06-23",NULL
4220,"20251024005394","C","2002-07-26",NULL
4221,"20251024005395","G","1966-10-21",NULL
4222,"20251024005396","B","2016-03-02",NULL
4223,"20251024005398","L","1982-12-03",NULL
4224,"20251024005399","B","2021-10-01",NULL
4225,"20251024005401","B","2012-10-23",NULL
4226,"20251024005402","C","2011-05-25",NULL
4227,"20251024005403","C","2015-11-08",NULL
4228,"20251024005406","G","1969-03-18",NULL
4229,"20251024005407","C","2014-01-29",NULL
4230,"20251024005408","B","2016-07-21",NULL
4231,"20251024005410","L","1980-03-28",NULL
4232,"20251024005413","F","1984-07-08",NULL
4233,"20251024005414","B","2019-09-12",NULL
4234,"20251024005416","G","2020-01-10","2021-01-04"
4235,"20251024005416","B","2021-01-05",NULL
4236,"20251024005417","B","1959-09-07",NULL
4237,"20251024005419","G","2016-11-17",NULL
4238,"20251024005422","C","2024-04-16",NULL
4239,"20251024005423","C","1989-12-27",NULL
4240,"20251024005424","B","1998-08-16",NULL
4241,"20251024005426","B","2009-03-31",NULL
4242,"20251024005427","C","2023-11-29",NULL
4243,"20251024005428","B","2023-12-27",NULL
4244,"20251024005429","B","2007-11-02",NULL
4245,"20251024005431","B","1997-08-18",NULL
4246,"20251024005432","B","2001-06-14",NULL
4247,"20251024005433","B","2004-11-14",NULL
4248,"20251024005435","S","2024-02-27",NULL
4249,"20251024005436","B","2012-12-28",NULL
4250,"20251024005437","B","1967-08-12",NULL
4251,"20251024005438","C","2013-12-23",NULL
4252,"20251024005439","S","2024-11-09",NULL
4253,"20251024005440","G","1988-05-25",NULL
4254,"20251024005441","S","1996-11-28",NULL
4255,"20251024005442","S","1961-05-06",NULL
4256,"20251024005443","B","1963-10-07",NULL
4257,"20251024005444","C","2023-12-27",NULL
4258,"20251024005445","C","2001-09-14",NULL
4259,"20251024005446","C","2018-08-13",NULL
4260,"20251024005447","C","1952-09-29",NULL
4261,"20251024005448","B","2011-12-04",NULL
4262,"20251024005449","B","2022-08-14",NULL
4263,"20251024005450","B","2020-05-03",NULL
4264,"20251024005451","C","2023-10-02",NULL
4265,"20251024005452","G","2022-10-11",NULL
4266,"20251024005453","C","2004-12-09",NULL
4267,"20251024005454","B","1966-11-28",NULL
4268,"20251024005455","C","2006-09-25",NULL
4269,"20251024005456","C","2020-05-24",NULL
4270,"20251024005457","C","2024-12-28",NULL
4271,"20251024005458","B","1984-08-22",NULL
4272,"20251024005460","C","2016-04-06",NULL
4273,"20251024005461","L","2007-10-21",NULL
4274,"20251024005462","C","2022-08-12",NULL
4275,"20251024005463","C","1970-07-25",NULL
4276,"20251024005464","L","2010-02-22",NULL
4277,"20251024005466","F","1986-02-22",NULL
4278,"20251024005467","C","2019-09-19",NULL
4279,"20251024005468","F","1960-07-03",NULL
4280,"20251024005469","G","2002-11-04",NULL
4281,"20251024005470","B","2004-10-20",NULL
4282,"20251024005471","L","2007-09-25",NULL
4283,"20251024005472","C","1981-06-08",NULL
4284,"20251024005473","B","2006-10-31",NULL
4285,"20251024005474","C","1964-05-22",NULL
4286,"20251024005475","N","1980-05-14",NULL
4287,"20251024005477","C","2004-06-29",NULL
4288,"20251024005478","B","1949-05-22",NULL
4289,"20251024005479","G","2001-04-21",NULL
4290,"20251024005480","B","2003-02-06",NULL
4291,"20251024005481","L","2008-04-12","2009-04-07"
4292,"20251024005481","G","2009-04-08","2010-04-03"
4293,"20251024005483","C","2014-07-18",NULL
4294,"20251024005486","B","2021-02-20",NULL
4295,"20251024005491","B","2006-09-24",NULL
4296,"20251024005492","B","1961-08-06",NULL
4297,"20251024005493","B","2023-05-12",NULL
4298,"20251024005494","B","2016-12-02",NULL
4299,"20251024005497","G","1999-11-14",NULL
4300,"20251024005498","C","1949-09-26",NULL
4301,"20251024005499","C","2006-02-12",NULL
4302,"20251024005500","B","1974-06-20",NULL
4303,"20251024005501","C","1992-07-11",NULL
4304,"20251024005502","B","2010-02-11","2014-09-18"
4305,"20251024005503","L","1992-09-11",NULL
4306,"20251024005504","C","1962-04-18",NULL
4307,"20251024005505","C","1996-12-30",NULL
4308,"20251024005506","B","1959-05-24",NULL
4309,"20251024005507","B","1943-09-04",NULL
4310,"20251024005508","B","2024-10-01",NULL
4311,"20251024005510","B","1990-06-03",NULL
4312,"20251024005511","G","2018-03-06",NULL
4313,"20251024005512","B","1975-04-17",NULL
4314,"20251024005515","C","1961-11-22",NULL
4315,"20251024005518","C","2022-02-16",NULL
4316,"20251024005519","B","1978-08-12",NULL
4317,"20251024005521","B","2004-01-18",NULL
4318,"20251024005522","C","2012-10-28",NULL
4319,"20251024005523","B","2016-07-12",NULL
4320,"20251024005527","B","1992-03-28",NULL
4321,"20251024005528","B","2017-05-01",NULL
4322,"20251024005529","C","2022-06-08",NULL
4323,"20251024005531","B","1976-03-28",NULL
4324,"20251024005532","C","2022-02-16",NULL
4325,"20251024005533","B","2015-08-29",NULL
4326,"20251024005534","C","1978-07-09",NULL
4327,"20251024005535","L","2020-05-12",NULL
4328,"20251024005536","C","2023-02-24",NULL
4329,"20251024005538","C","1975-11-18",NULL
4330,"20251024005539","B","1979-11-12","1984-09-16"
4331,"20251024005539","C","1984-09-17",NULL
4332,"20251024005540","B","1958-06-10",NULL
4333,"20251024005542","B","2005-12-05",NULL
4334,"20251024005543","C","2024-07-07",NULL
4335,"20251024005544","C","1982-06-27",NULL
4336,"20251024005545","G","2018-07-31",NULL
4337,"20251024005547","C","2024-11-21",NULL
4338,"20251024005549","L","2022-05-02",NULL
4339,"20251024005551","B","2012-06-24",NULL
4340,"20251024005552","N","2014-10-26",NULL
4341,"20251024005553","B","2005-03-21",NULL
4342,"20251024005555","C","2022-11-17",NULL
4343,"20251024005556","B","1988-10-02",NULL
4344,"20251024005557","B","1979-08-16",NULL
4345,"20251024005558","C","2017-03-06",NULL
4346,"20251024005559","G","2007-10-30",NULL
4347,"20251024005560","L","1996-09-19","1997-08-15"
4348,"20251024005560","G","1997-08-16","1998-08-11"
4349,"20251024005562","C","2013-06-12",NULL
4350,"20251024005563","B","2013-10-13",NULL
4351,"20251024005566","C","1998-12-14",NULL
4352,"20251024005567","B","2010-11-20",NULL
4353,"20251024005568","B","2021-03-25",NULL
4354,"20251024005569","F","1987-10-21",NULL
4355,"20251024005571","B","1997-06-29",NULL
4356,"20251024005572","B","1976-05-03",NULL
4357,"20251024005573","F","2023-07-11",NULL
4358,"20251024005574","B","2010-07-19",NULL
4359,"20251024005575","B","2004-04-07",NULL
4360,"20251024005577","B","2024-10-21",NULL
4361,"20251024005578","B","2008-04-28",NULL
4362,"20251024005579","S","2018-08-02",NULL
4363,"20251024005581","B","2024-08-25",NULL
4364,"20251024005582","B","2008-05-03",NULL
4365,"20251024005583","B","2018-08-24",NULL
4366,"20251024005585","B","1979-12-30",NULL
4367,"20251024005587","L","2000-12-26",NULL
4368,"20251024005589","B","1998-11-06",NULL
4369,"20251024005590","C","2020-08-09",NULL
4370,"20251024005591","F","1988-12-15",NULL
4371,"20251024005592","F","2011-08-29","2015-07-09"
4372,"20251024005592","B","2015-07-10",NULL
4373,"20251024005593","C","2020-04-30",NULL
4374,"20251024005594","L","2003-01-21",NULL
4375,"20251024005596","C","2014-08-01",NULL
4376,"20251024005598","C","1960-05-05",NULL
4377,"20251024005599","C","2014-07-25",NULL
4378,"20251024005600","S","1991-07-22",NULL
4379,"20251024005605","B","2009-12-30",NULL
4380,"20251024005606","F","1984-03-03",NULL
4381,"20251024005607","C","1955-02-21",NULL
4382,"20251024005609","L","2009-12-03",NULL
4383,"20251024005610","B","2013-04-25",NULL
4384,"20251024005611","G","1966-09-10",NULL
4385,"20251024005612","L","2014-09-13","2015-06-10"
4386,"20251024005612","G","2015-06-11",NULL
4387,"20251024005614","B","1980-02-16",NULL
4388,"20251024005615","B","2010-05-21",NULL
4389,"20251024005618","C","1949-09-21",NULL
4390,"20251024005619","C","1980-07-01",NULL
4391,"20251024005620","C","2024-01-19",NULL
4392,"20251024005622","C","2024-07-12",NULL
4393,"20251024005624","F","1972-05-11",NULL
4394,"20251024005625","S","2010-12-02",NULL
4395,"20251024005626","B","1946-06-05",NULL
4396,"20251024005627","C","2010-02-15",NULL
4397,"20251024005628","C","2024-07-30",NULL
4398,"20251024005630","G","1996-10-01",NULL
4399,"20251024005631","B","1994-06-08",NULL
4400,"20251024005632","B","2013-01-18",NULL
4401,"20251024005633","F","2010-08-03",NULL
4402,"20251024005634","C","2019-02-04",NULL
4403,"20251024005635","C","1970-11-14",NULL
4404,"20251024005637","N","2005-03-10",NULL
4405,"20251024005639","B","2015-07-18",NULL
4406,"20251024005640","C","2016-11-11",NULL
4407,"20251024005641","B","1993-04-26",NULL
4408,"20251024005642","S","1948-08-18",NULL
4409,"20251024005643","B","2005-04-10",NULL
4410,"20251024005644","B","2002-12-26",NULL
4411,"20251024005645","C","2023-09-07",NULL
4412,"20251024005647","B","2022-09-23",NULL
4413,"20251024005648","C","2020-07-16",NULL
4414,"20251024005649","C","2020-03-30",NULL
4415,"20251024005652","C","1975-07-21",NULL
4416,"20251024005653","C","1991-06-22",NULL
4417,"20251024005654","C","2013-08-21",NULL
4418,"20251024005655","B","2023-04-06",NULL
4419,"20251024005656","G","2018-11-03",NULL
4420,"20251024005657","L","2015-04-17",NULL
4421,"20251024005658","N","2015-05-15",NULL
4422,"20251024005659","N","2024-11-02",NULL
4423,"20251024005660","C","1964-09-26",NULL
4424,"20251024005661","B","2020-04-11",NULL
4425,"20251024005663","B","2024-09-22",NULL
4426,"20251024005664","B","2024-05-29",NULL
4427,"20251024005666","C","1989-10-15",NULL
4428,"20251024005667","B","2017-10-06",NULL
4429,"20251024005669","L","2010-07-12",NULL
4430,"20251024005670","C","2015-06-20",NULL
4431,"20251024005671","N","2006-03-16",NULL
4432,"20251024005672","B","2008-07-11",NULL
4433,"20251024005673","C","1968-06-07",NULL
4434,"20251024005675","C","1962-12-19",NULL
4435,"20251024005676","B","2014-04-22",NULL
4436,"20251024005677","N","1976-09-08","1977-06-05"
4437,"20251024005677","B","1977-06-06",NULL
4438,"20251024005678","B","2016-02-13","2020-09-19"
4439,"20251024005679","G","2007-11-16",NULL
4440,"20251024005680","B","1988-08-22",NULL
4441,"20251024005682","L","1993-11-04",NULL
4442,"20251024005683","C","2017-06-12",NULL
4443,"20251024005685","B","2023-10-21",NULL
4444,"20251024005686","C","2015-12-21",NULL
4445,"20251024005687","B","2023-04-27",NULL
4446,"20251024005688","G","2013-01-23",NULL
4447,"20251024005690","B","2017-11-21",NULL
4448,"20251024005691","F","1982-08-12",NULL
4449,"20251024005694","C","2001-11-16",NULL
4450,"20251024005696","C","2018-01-10",NULL
4451,"20251024005697","C","2022-07-24",NULL
4452,"20251024005699","G","2002-01-08",NULL
4453,"20251024005700","C","2019-01-31",NULL
4454,"20251024005702","N","2024-01-14",NULL
4455,"20251024005704","S","1974-03-26",NULL
4456,"20251024005705","C","2016-12-10",NULL
4457,"20251024005706","B","2015-03-07",NULL
4458,"20251024005708","B","1996-12-28",NULL
4459,"20251024005709","B","2022-06-01",NULL
4460,"20251024005711","C","1950-05-15",NULL
4461,"20251024005712","B","2000-01-23",NULL
4462,"20251024005713","B","2020-05-13",NULL
4463,"20251024005714","C","1987-11-29",NULL
4464,"20251024005715","C","2023-11-18",NULL
4465,"20251024005716","F","2024-11-04",NULL
4466,"20251024005717","C","2009-07-02",NULL
4467,"20251024005718","C","2017-04-09",NULL
4468,"20251024005719","B","1989-12-13",NULL
4469,"20251024005720","C","2013-08-03",NULL
4470,"20251024005721","B","2001-11-26",NULL
4471,"20251024005722","B","2012-07-21",NULL
4472,"20251024005724","B","2007-11-19",NULL
4473,"20251024005725","C","1990-01-29",NULL
4474,"20251024005728","B","2013-09-22",NULL
4475,"20251024005729","C","2024-09-24",NULL
4476,"20251024005731","C","2013-03-13",NULL
4477,"20251024005734","C","1963-10-01",NULL
4478,"20251024005735","G","1991-03-14",NULL
4479,"20251024005736","B","2013-11-08",NULL
4480,"20251024005737","C","2008-07-15",NULL
4481,"20251024005738","C","2023-12-05",NULL
4482,"20251024005739","B","2020-12-17",NULL
4483,"20251024005741","B","2007-04-25",NULL
4484,"20251024005742","B","1979-11-07",NULL
4485,"20251024005743","S","1990-11-12",NULL
4486,"20251024005744","B","1969-09-13",NULL
4487,"20251024005745","L","1957-04-29",NULL
4488,"20251024005746","B","1963-03-09",NULL
4489,"20251024005747","B","1969-01-29",NULL
4490,"20251024005750","G","2022-02-22",NULL
4491,"20251024005751","B","1973-10-27",NULL
4492,"20251024005752","C","1981-01-20",NULL
4493,"20251024005753","L","2020-12-03",NULL
4494,"20251024005754","B","2001-02-27",NULL
4495,"20251024005755","C","2023-02-24",NULL
4496,"20251024005756","L","2024-03-12",NULL
4497,"20251024005758","N","2023-12-08",NULL
4498,"20251024005759","C","2010-01-10",NULL
4499,"20251024005760","F","2004-01-23",NULL
4500,"20251024005762","B","2024-06-20",NULL
4501,"20251024005763","G","2023-07-15",NULL
4502,"20251024005764","B","2020-07-17",NULL
4503,"20251024005765","B","2024-10-08",NULL
4504,"20251024005767","C","1993-01-24",NULL
4505,"20251024005769","L","2016-11-28",NULL
4506,"20251024005770","C","2017-10-29",NULL
4507,"20251024005771","C","1992-01-03",NULL
4508,"20251024005772","G","2013-11-09",NULL
4509,"20251024005773","S","1980-05-14",NULL
4510,"20251024005775","B","2016-06-12",NULL
4511,"20251024005778","B","1965-12-20",NULL
4512,"20251024005779","B","2020-08-21",NULL
4513,"20251024005781","B","1999-10-20",NULL
4514,"20251024005782","S","1992-01-26",NULL
4515,"20251024005783","N","1975-01-06",NULL
4516,"20251024005785","N","2019-01-23",NULL
4517,"20251024005786","F","1983-07-08",NULL
4518,"20251024005787","C","2018-08-21",NULL
4519,"20251024005788","B","1994-03-16",NULL
4520,"20251024005789","L","2024-08-20",NULL
4521,"20251024005791","B","1978-11-24",NULL
4522,"20251024005792","B","2019-10-05",NULL
4523,"20251024005794","L","2010-02-06",NULL
4524,"20251024005795","C","1995-12-11",NULL
4525,"20251024005796","S","2023-11-08",NULL
4526,"20251024005798","B","2016-05-03",NULL
4527,"20251024005800","B","2010-11-13",NULL
4528,"20251024005801","N","1997-07-01",NULL
4529,"20251024005803","B","2018-05-28",NULL
4530,"20251024005804","G","2013-07-27",NULL
4531,"20251024005805","C","1995-12-17",NULL
4532,"20251024005806","F","2017-06-17",NULL
4533,"20251024005807","C","1982-08-23",NULL
4534,"20251024005808","C","1953-04-08",NULL
4535,"20251024005809","B","2022-11-28",NULL
4536,"20251024005810","B","2010-10-03",NULL
4537,"20251024005812","C","2016-07-29",NULL
4538,"20251024005814","B","1983-07-08","1988-06-11"
4539,"20251024005814","C","1988-06-12",NULL
4540,"20251024005816","G","2018-09-05",NULL
4541,"20251024005817","G","2014-05-16",NULL
4542,"20251024005820","N","2015-05-25",NULL
4543,"20251024005821","C","2023-10-22",NULL
4544,"20251024005824","B","1999-02-08",NULL
4545,"20251024005825","B","2022-01-17",NULL
4546,"20251024005826","G","2023-10-31",NULL
4547,"20251024005827","B","2013-06-25",NULL
4548,"20251024005828","B","2020-04-02",NULL
4549,"20251024005829","G","1975-06-30","1976-06-24"
4550,"20251024005829","B","1976-06-25",NULL
4551,"20251024005830","B","1962-06-08",NULL
4552,"20251024005831","C","2022-02-03",NULL
4553,"20251024005833","B","1996-12-28",NULL
4554,"20251024005834","B","1962-06-28",NULL
4555,"20251024005835","B","1986-10-27",NULL
4556,"20251024005836","F","1973-09-17",NULL
4557,"20251024005838","B","2007-07-23",NULL
4558,"20251024005839","C","2001-01-12",NULL
4559,"20251024005840","C","2000-03-28",NULL
4560,"20251024005841","C","2011-01-24",NULL
4561,"20251024005842","B","2016-11-05",NULL
4562,"20251024005843","G","2024-07-10",NULL
4563,"20251024005844","C","1992-05-24",NULL
4564,"20251024005845","C","2019-08-14",NULL
4565,"20251024005847","B","2020-10-07",NULL
4566,"20251024005849","B","2014-12-06",NULL
4567,"20251024005850","C","1981-04-16",NULL
4568,"20251024005851","C","2013-05-07",NULL
4569,"20251024005852","B","2020-03-21",NULL
4570,"20251024005853","B","1973-11-04",NULL
4571,"20251024005855","B","2019-05-21",NULL
4572,"20251024005857","C","1990-06-13",NULL
4573,"20251024005858","C","1978-06-25",NULL
4574,"20251024005859","C","1976-04-23",NULL
4575,"20251024005860","G","2002-12-12",NULL
4576,"20251024005861","C","2016-11-04",NULL
4577,"20251024005863","G","1965-01-12",NULL
4578,"20251024005864","C","1983-12-20",NULL
4579,"20251024005865","B","1989-05-06","1993-06-14"
4580,"20251024005865","C","1993-06-15",NULL
4581,"20251024005866","C","1977-07-20",NULL
4582,"20251024005867","G","2020-06-26",NULL
4583,"20251024005868","L","2024-12-31",NULL
4584,"20251024005869","C","1995-03-15",NULL
4585,"20251024005870","S","2000-01-08",NULL
4586,"20251024005874","B","1958-09-08",NULL
4587,"20251024005875","C","1975-06-20",NULL
4588,"20251024005876","S","2023-07-30",NULL
4589,"20251024005877","L","2014-06-24",NULL
4590,"20251024005878","B","2005-01-08",NULL
4591,"20251024005879","L","2023-12-16",NULL
4592,"20251024005881","C","2015-08-20",NULL
4593,"20251024005882","C","2016-04-23",NULL
4594,"20251024005884","L","1991-04-09",NULL
4595,"20251024005885","C","2020-02-16",NULL
4596,"20251024005886","B","1965-03-26",NULL
4597,"20251024005887","C","1996-09-14",NULL
4598,"20251024005888","B","1998-06-12",NULL
4599,"20251024005889","C","1965-09-29",NULL
4600,"20251024005890","S","2021-01-29",NULL
4601,"20251024005891","B","2020-11-27",NULL
4602,"20251024005892","B","2024-08-03",NULL
4603,"20251024005893","G","1981-11-05",NULL
4604,"20251024005894","C","2012-12-03",NULL
4605,"20251024005896","B","1977-08-28",NULL
4606,"20251024005897","C","2012-06-25",NULL
4607,"20251024005898","C","2006-12-15",NULL
4608,"20251024005900","B","2018-01-21",NULL
4609,"20251024005901","B","2022-04-05",NULL
4610,"20251024005903","B","1978-06-25",NULL
4611,"20251024005907","C","1981-07-25",NULL
4612,"20251024005908","S","2022-03-19",NULL
4613,"20251024005909","C","2015-08-07",NULL
4614,"20251024005910","S","2019-09-10",NULL
4615,"20251024005911","C","2021-02-20",NULL
4616,"20251024005912","C","1997-08-14",NULL
4617,"20251024005914","C","1952-11-17",NULL
4618,"20251024005916","B","2024-12-13",NULL
4619,"20251024005917","L","1990-05-29",NULL
4620,"20251024005918","C","2019-05-11",NULL
4621,"20251024005919","S","1948-06-19","1950-12-06"
4622,"20251024005920","C","1994-12-08",NULL
4623,"20251024005922","B","2013-07-22",NULL
4624,"20251024005923","G","2019-01-29",NULL
4625,"20251024005924","F","1976-11-07",NULL
4626,"20251024005925","C","2019-09-12",NULL
4627,"20251024005928","B","2024-05-31",NULL
4628,"20251024005931","C","1964-07-04",NULL
4629,"20251024005932","B","2024-09-24",NULL
4630,"20251024005933","F","1971-03-28",NULL
4631,"20251024005934","B","1986-09-14",NULL
4632,"20251024005936","C","2024-11-08",NULL
4633,"20251024005937","C","2022-10-11",NULL
4634,"20251024005939","C","1999-09-27",NULL
4635,"20251024005940","B","1997-04-27",NULL
4636,"20251024005941","C","2017-10-23",NULL
4637,"20251024005942","B","1999-03-23",NULL
